1138	9237
3556	6495
7522	12347
432	1266
5125	11549
10105	10122
476	479
10192	14539
2215	11200
3409	5158
9474	14268
12041	13359
11416	13852
1495	9963
4659	6023
12750	12932
9264	15107
9311	9370
10637	13298
3782	11899
7467	8655
81	9165
2000	3181
9085	11781
4717	11811
2946	3361
2890	3247
4935	6596
786	9885
11641	14330
1066	6390
3180	3260
6541	10571
10197	14926
4866	9040
6980	12042
14266	15029
2166	12600
11539	14852
10061	10094
2242	12744
4253	9972
5094	9866
13338	13385
5635	10482
12244	12841
2480	10329
2427	2431
8747	14745
1438	13766
13003	14471
1652	5721
3434	6481
2377	2383
1730	7646
829	12330
2313	5603
6021	13293
11999	12785
2947	5171
14517	14577
10624	11165
53	6157
3536	9426
11472	12173
4923	4955
9899	14280
2930	4408
8270	8324
489	11574
1867	1948
555	14849
5260	8292
7559	12447
8816	9120
3087	9776
601	6249
7486	8600
553	4359
499	8619
11707	13507
6789	10084
3052	12033
452	15055
5072	12514
76	2584
595	632
1147	4136
2310	14188
1028	7284
4167	5064
5628	8588
2370	5937
7019	11120
6009	6525
2100	14359
4340	4364
9191	9615
6994	9090
13546	14343
9779	12858
6608	14999
6537	14903
1463	6388
11484	13621
5138	11517
1963	3220
5542	9143
6849	6854
6580	6629
11348	12805
8077	9204
5358	5448
2580	9723
9855	12906
8835	8856
10620	14117
4640	10139
5608	14669
9549	10018
6066	13583
4251	5836
10324	14144
13404	14479
12580	13452
5789	5794
2946	14700
3634	4011
682	5212
1718	9653
2100	8635
9828	10397
7334	7524
9730	10896
10116	10183
813	4514
5153	7961
9817	12688
2484	14808
10784	14304
4670	4745
7377	8318
3482	12169
7617	8719
4390	10883
8866	11712
5526	9673
3804	4430
997	13014
1215	2659
2	453
719	8367
2915	11611
8940	12355
819	12894
2914	4560
11623	14083
604	3812
3279	8633
1350	10539
10907	14511
1043	1914
4433	7872
11735	11773
1266	4925
8320	12235
3448	13484
10838	12426
8650	8863
5491	7113
1782	3256
5197	8856
3002	9283
4509	13824
5560	13796
1364	11485
7921	8149
1464	14670
6007	7802
2931	13229
10358	14986
12625	12955
8744	14596
5337	8286
4531	13766
3052	7116
14248	14506
7447	15092
7717	9807
3197	13442
1710	1774
6828	6844
8112	9261
1833	14105
644	9009
2787	2795
11785	14858
1657	5678
382	13637
355	11450
4811	4812
976	11724
11180	11925
11363	12687
181	4736
159	272
2101	6376
6423	13056
8570	9196
1644	12239
10343	13038
1167	4856
835	7267
1304	2610
3278	12720
392	7905
9279	10355
8997	13650
7704	13605
9142	14213
39	4612
4605	11585
793	5152
1048	8408
6175	6188
1457	3321
7751	11428
10019	10760
927	4596
3012	14850
93	12185
341	5991
2896	14896
832	4437
2363	9877
6682	13981
8066	11873
8759	12450
1673	12861
8466	12838
684	4913
874	3508
2263	4047
14285	14312
1537	12669
1329	3216
417	6241
3524	9981
8893	10225
10620	14450
10788	14954
14511	14585
6903	10493
891	5939
2076	10824
3961	14016
4390	13474
977	8195
1359	10333
3137	3260
746	3869
6481	14351
9654	14157
431	5145
3121	3143
807	5915
3517	10996
4193	12016
10520	12741
10736	14594
6441	10551
3439	14118
6620	10849
3187	12707
3585	8540
486	12534
11014	11021
9272	9717
5007	5659
7042	14288
10384	10640
74	388
8815	8855
2275	3437
2699	11816
7359	14244
5388	15008
4285	4362
1698	6006
1645	13138
3525	5088
7886	8942
6648	8140
1109	3953
6006	14624
10242	12497
283	8442
2410	11396
4402	5484
4452	7859
7955	8605
15103	15108
8864	14328
4105	10057
3599	12129
5234	15017
3205	3547
1199	13796
4475	14018
7053	8159
321	13726
2384	8940
9300	11280
1509	9892
8018	9772
8612	13736
4062	9428
490	1901
8813	9733
10543	11455
1272	13355
5203	11125
161	9045
5793	7798
7922	12005
10247	14733
9034	15096
973	2130
1429	8389
5933	13053
9802	13370
644	10305
9883	11779
4598	14133
8127	8129
2025	7802
4715	4720
2904	3868
4139	14370
5810	8078
1733	12012
4853	13960
3621	6420
1993	10155
1998	9920
2530	4738
4215	8966
5126	14803
6561	11029
11651	13858
1531	8955
2472	5655
2039	6742
6244	14350
2187	9217
7519	9783
10211	11923
6925	10260
1102	6498
2570	7971
1906	1985
10361	11658
5029	6116
9852	12260
7034	13083
1193	13537
4669	4701
6528	8276
7447	7467
3311	10005
6347	14921
6840	12293
9765	11417
5548	6399
6847	10459
4202	12052
2687	5250
9332	9350
3963	11016
177	6011
1610	8323
10939	11420
5737	8844
2807	12761
4791	10308
5238	5464
13852	13936
240	11491
277	1309
4881	7220
7213	7227
5186	10903
10013	12801
3046	12312
5077	11890
10817	11521
7812	10859
11339	14515
1781	4590
1357	4054
7339	7953
7758	13834
4050	8578
6798	7379
11022	11038
9750	14618
5601	12430
843	9398
7930	10473
12506	14911
2771	5155
82	1129
4217	4623
604	10747
553	14981
3003	6591
12263	14838
9797	14114
611	12455
2298	12857
6772	10362
11451	14651
3936	8404
4011	6807
4061	5196
8259	13074
13335	14016
2044	9230
1263	14185
3218	8040
1421	9033
9120	12119
612	5351
3601	6856
1846	4215
29	12989
6593	14828
825	2469
3639	9661
2825	5718
1341	14197
4472	14202
866	7210
8001	8132
11960	13070
699	6577
6223	10248
7438	7444
2656	12328
2480	7314
3911	9399
7734	10883
4792	15070
9069	11414
9766	11410
11692	12949
9442	14918
2457	5951
3935	12659
6897	10784
7986	12709
13685	13724
6040	9402
14438	15039
7768	7769
11864	12739
7250	13449
5639	11837
2035	12147
3719	11130
432	446
7848	9878
8080	10242
3518	8637
8581	14265
206	9697
438	10749
658	4031
2335	8643
10561	14336
11766	14273
2476	11349
3092	13210
2646	12185
9749	14593
636	8617
8085	13661
2114	5354
3838	7275
8229	14713
3962	8549
735	9517
1507	11034
2739	7294
4492	6600
4246	10883
6122	6471
4666	5984
6735	14270
7036	10199
3900	12477
1102	3288
1566	10824
2048	14279
346	3913
5326	9882
7318	13894
4875	7445
6541	9268
9111	12141
617	5350
9704	10277
2622	11596
2520	9320
14490	14614
3753	14346
1200	7225
2104	3233
444	3020
6803	6836
10115	10116
558	2699
5983	12092
2276	9798
4771	15072
14611	14874
3443	3889
7833	7948
3631	14525
10564	13142
5117	9934
1091	6938
2148	7028
3859	7892
4940	9463
4004	7083
2032	3121
1262	9195
4	13415
403	13970
4008	5527
7102	7811
841	4854
12457	13718
8548	9947
4541	13601
146	8179
6037	10987
3274	5568
5506	9243
674	5786
7021	14134
8421	9310
2511	4856
6758	10982
3377	6378
2016	4140
6398	6417
6854	12290
2713	5006
2866	7036
11886	14458
6687	9337
7555	12349
6754	10490
7071	9884
11136	12289
390	13646
5258	10890
7923	14320
1278	8788
4441	14168
1628	3036
7106	10187
3347	3355
6109	6112
1441	12879
9312	9395
10469	13016
9817	10650
5839	11078
665	11277
4537	13556
8520	11495
3874	4411
1288	7994
3098	8377
7734	14420
855	6885
2331	3905
1629	13501
1618	13442
3970	7263
506	13469
1997	9606
6095	11115
16	123
593	5699
13821	14476
635	4267
5419	13112
3301	12456
5680	10225
9654	12227
6223	12022
3899	10778
4357	9290
12210	14371
7801	11103
7361	13549
1322	2348
2650	7100
3786	9298
7129	10361
4990	7868
9300	9355
9587	13433
4078	13557
3877	4411
6006	11644
808	8368
9398	12608
6875	11510
8665	12747
5988	9704
8185	11628
4281	13287
11891	13701
7154	8998
5183	9625
1855	14164
3641	13096
7147	15001
2824	15023
0	476
259	2949
1289	3392
7899	7969
12436	12823
10385	13404
766	13646
8813	10937
612	14383
6973	9791
5259	10466
9331	9390
108	824
9267	11906
1114	13476
5217	10620
5771	7221
2273	10944
2056	5306
1493	9688
7647	7649
9186	13670
793	13758
647	2572
5715	6128
3201	6477
3971	6497
1295	6431
1199	6172
7904	11153
10570	10831
14557	14572
10704	13269
12316	14542
5025	11210
4387	4455
10142	10372
5056	14333
6632	11919
1334	5278
125	1405
2901	5408
9541	10949
5182	5353
1028	14929
1292	2937
3197	3221
4945	8094
11651	12789
2040	2094
7793	13599
594	6963
2568	14268
9555	10398
7253	14163
4454	12068
10274	12912
10198	10210
7818	14698
4429	12078
4231	12620
477	2998
2208	4550
3945	8765
5381	7130
9053	10381
11515	11812
151	769
4429	4435
10296	10806
4860	13351
2211	8805
70	723
1222	12115
6655	12491
7758	8234
8669	10279
5603	11128
3587	8577
7838	9000
1642	11607
1536	1571
9147	9404
10277	12514
4780	11107
7387	12157
1269	14190
4994	8528
2624	13180
389	2922
2012	10283
5615	12793
8073	9238
13895	13944
2930	13127
2545	4387
3377	7948
216	1889
274	14984
1154	1157
4586	11363
7530	15075
2406	5733
1731	7626
5763	14612
5526	13875
7932	13730
4839	11306
4941	11136
8698	9817
1472	2902
2386	11798
21	3866
10154	13476
2	2386
7377	8778
5700	10130
687	9118
5010	8677
977	14462
4896	4941
5707	13852
543	5581
9951	14477
11139	13210
6786	10126
1483	3987
9766	11652
3147	12132
2839	7679
11717	11728
4078	12261
846	14032
8033	11248
12656	14423
5200	8897
3335	12932
2	7267
10269	13613
3590	15091
4587	7879
166	6505
6708	12378
5482	5483
8424	9368
12027	14350
1152	14561
4893	9151
5602	12660
2154	14169
1790	2230
7757	13958
7154	9181
2108	11700
8291	14247
4358	7642
2059	12691
11686	13861
3136	5307
3273	9057
11010	14300
3259	8882
8565	12008
5469	12236
5824	5861
6133	6501
2711	11105
4540	12940
4196	5409
5840	5894
6153	6721
3164	10320
8526	9604
1493	8066
5541	8978
253	3552
14608	14658
4695	14703
3965	11610
2195	11368
610	13213
909	11340
9061	11440
726	10326
1055	13097
517	10225
1414	14571
3920	14211
4476	10940
8305	12180
1012	9885
4308	5468
4769	4806
2655	10743
4660	7429
10992	11022
3030	11919
944	4146
1684	12507
2751	3115
6351	6733
6398	14336
7847	14267
351	5294
3073	13563
6840	12710
6128	6178
8234	13772
6655	11227
1934	2081
2930	5478
3771	13447
963	1136
2320	11475
7668	14671
12852	13071
1167	3866
109	1004
8175	9421
5371	11890
4359	4455
1066	10361
2986	6450
8598	14405
678	9047
10109	10137
3517	14169
624	13144
456	3557
1267	11924
4010	11172
1798	7750
13240	13414
1573	13452
115	625
1214	11816
8215	8354
628	5693
15107	15113
4903	8752
1988	12600
5729	13898
9078	12395
3684	5503
8957	9667
3866	8172
1696	8764
1907	6024
3483	5089
1840	4394
4847	9591
10109	14568
12716	13019
3919	14208
2199	12259
7004	8450
116	9129
7030	9960
9841	11408
2676	8379
2766	7926
9701	10852
10971	13018
8822	8823
4444	7678
2277	8272
6905	10098
1611	10851
1324	6309
7196	11893
1933	11484
6466	8224
3205	7381
4078	9941
1283	4743
10864	14707
668	7820
7323	7612
1545	2841
10938	14192
11154	12234
886	12386
60	2993
4288	7392
5113	8484
2055	3233
9844	14531
1802	3536
10074	10874
11701	13627
3465	3529
4593	13569
6339	14482
10271	12825
9762	10543
2824	10383
3108	8907
1406	14925
825	4528
7051	10737
7493	11754
4698	4705
7569	8714
6893	8250
4302	7128
3261	5024
9798	10816
1252	3405
9331	14030
1879	7669
11677	13911
4174	11855
1085	12386
1467	7842
9525	11148
1469	10053
55	580
7266	8861
6194	6715
577	4593
10617	10976
6563	11017
10912	11216
1847	8047
6113	6155
6800	6823
4078	5526
10327	12185
7353	8816
6317	6423
75	260
8434	11843
6078	12833
6775	12842
628	11285
159	4243
7702	11857
6094	14726
9523	12121
2047	14146
6612	8467
5208	13760
812	1014
711	4052
6250	7684
9164	15022
11077	13772
1018	13302
5287	10413
9706	13766
6259	7973
7451	7469
633	5697
12155	14462
1880	13015
9664	13321
3954	5086
9763	12177
1689	6473
2121	8076
6349	14923
7956	11993
9289	11426
11303	11436
7693	11535
4581	13703
2849	12465
11415	13070
5526	8103
5380	8483
6034	13874
2675	12064
8305	12656
9046	10430
7055	9005
2339	4899
4465	13898
5085	6974
6579	14567
7146	11815
12372	14335
8137	13378
32	6352
1218	11353
3682	14511
5350	5777
1362	5835
11888	12651
1031	14357
11801	13297
6990	13459
3790	5316
3662	8571
1501	11041
3963	12944
3714	13590
3258	10577
1516	2288
5358	5646
6595	8944
2024	3291
2221	11679
3096	4939
7930	11440
11958	12234
6441	12819
2718	7713
6961	9863
1497	2853
9520	13411
14198	15086
5358	7104
6826	6849
3421	8515
1040	1689
4488	14982
395	402
6214	13270
2113	7943
9707	13651
12776	14386
5568	14594
590	2623
7875	8995
4232	4588
10891	14501
14243	14635
3812	9723
5528	12782
8965	11700
2977	13189
13649	14325
14420	15081
803	11642
13478	14607
2837	9838
504	2515
5588	7948
872	14146
10374	12198
1699	9920
9907	10202
3246	9955
3317	14055
939	7405
4712	4793
2515	7167
4597	6105
10369	10883
859	10100
11219	14613
14185	14658
5386	14669
6263	7869
5549	12805
5335	11170
664	2937
6007	6452
8414	9387
12186	13736
6799	6834
11280	12532
6822	10938
9479	11650
348	3909
2608	10533
8138	10378
7131	7983
6538	14957
1975	2167
12157	14613
1882	12476
12860	13507
9552	9558
6402	14093
3527	14110
4777	14769
3204	14659
6538	13184
3875	4132
1424	12050
3933	5722
4581	5635
5655	13508
6083	6287
10807	11864
5726	8474
7935	8136
9204	9206
2220	9229
9263	9699
346	12605
6625	14381
4786	13169
11439	15046
3420	12750
878	11554
4902	8549
2947	10757
5692	6963
8202	8489
4403	5417
1083	6898
12385	12398
12332	12723
4607	10220
2591	12633
2009	3637
329	9273
2079	5407
5811	12990
355	7343
824	4478
6769	6771
3206	4007
1016	1298
2146	12636
3635	12924
5646	12144
8710	9796
4889	9336
6378	14893
7430	13281
11102	14934
2392	6168
5059	10972
1551	13231
1457	4004
6298	14546
13057	13058
3111	12675
3407	6203
5628	12222
1652	2677
9921	13114
9660	14600
2819	7583
4371	5474
1472	11568
5807	13350
3115	5400
2799	6099
1733	7773
932	14336
9122	9799
2336	11104
3430	9671
2230	8045
2425	2431
1104	9471
7403	13279
8102	12255
1878	6437
4800	10673
5171	9890
6073	6561
10875	13598
1040	5582
10620	13050
7705	10614
4575	13695
5211	13760
5981	13052
5090	11590
3827	10566
1481	14504
2311	3526
6899	11012
5654	12240
7988	13185
1796	4592
1464	6009
8342	14909
1357	6387
14480	14776
7810	13392
7966	14476
5176	10856
203	10865
4033	13110
5535	12978
9815	14943
1732	11245
14656	14705
7546	12926
4428	13105
3302	3661
7763	14784
1258	10556
1659	3285
2000	5348
605	13747
8876	9287
5259	13474
8333	11962
12672	15059
2471	13138
4397	13104
11525	11704
2422	12850
3618	7446
9489	13878
1370	13905
11072	11646
5810	12885
10818	11118
3107	7960
6328	14910
3966	6037
11322	14176
8581	14450
9619	12334
7801	14938
453	13647
6182	6263
3143	5343
6422	10694
3791	5326
3525	11927
7346	13374
2232	4446
10316	12930
5084	8548
6841	6846
5301	7350
1348	10866
9539	9759
5553	5560
4451	10697
4674	4771
6327	9120
7572	11495
2888	7709
11374	14345
2137	2620
226	11335
387	12047
1431	1587
5262	9546
2888	5304
2634	8068
12548	12595
13297	13299
8003	8128
10226	13487
3338	11623
1083	10585
7688	12672
480	13554
11244	14843
871	15020
5154	7383
10050	14624
8114	13385
1213	9240
564	6994
446	1266
1541	12168
1601	13855
9334	9368
190	6612
2391	7229
5769	7222
1513	7721
6041	9363
4947	11057
11171	14475
2086	11619
533	7071
510	6288
831	4514
5483	8059
6632	8977
9747	13505
3887	4236
5974	13379
4972	7823
3584	10035
2208	6130
144	14743
3423	12753
5249	11345
2450	12678
1925	11866
8557	14173
11310	14531
5440	11870
2113	14219
9256	14906
4202	10441
5423	14939
291	2946
3059	10857
10077	10099
1457	5630
13073	13854
8117	9507
13260	14117
3158	9444
9408	9414
1267	4343
3270	8122
48	11719
660	15120
2347	5168
945	11173
3298	9927
9221	14760
3066	11867
936	951
2019	10871
5802	6220
9408	12300
1909	6633
29	3372
4563	6969
10220	11588
2528	9386
1644	3422
7896	13409
10998	11040
6135	14802
10698	12002
1381	13162
3268	7302
2925	4676
623	1525
2281	6313
2041	2234
2689	6482
5740	11538
2749	4631
10775	11413
456	5138
8168	10162
408	13772
6232	7745
8041	11602
5265	14554
7948	12316
8328	12837
707	13915
4647	13943
169	679
10958	13931
122	13427
3353	4432
3674	10709
14234	14680
7490	8233
3028	7029
10569	11426
10654	11284
180	289
1642	2329
3685	15091
5883	14822
8652	11699
3305	3440
6792	14568
4561	5339
5515	10617
7073	14430
5069	6198
7695	8066
5357	10478
1835	2083
7546	11839
3668	7004
2440	11815
2086	6454
6337	13035
8422	9413
933	14953
8795	9111
5784	6013
8505	14225
141	9101
3007	10322
7199	12868
10985	13409
4964	13903
7100	11742
2987	10499
2009	8652
1342	10685
3088	7478
1654	10450
10885	14618
5768	13362
2170	12490
3523	6589
9880	15126
6018	11013
288	14632
1626	2502
1261	10419
10188	12323
3247	4017
4930	5148
10463	13703
4397	6201
6076	13130
11780	11983
443	2950
6634	8306
7079	8336
373	997
8534	11400
1096	10395
1275	11485
3858	12023
7654	13220
7724	8194
8595	12082
12838	13668
1213	11528
3356	4829
5266	12901
2544	6024
1993	11158
1484	6758
7226	14652
9481	13500
70	8611
3681	12050
2226	13200
2932	3059
4039	8561
139	9100
8601	9718
8729	13174
14137	14416
5704	7320
5195	10468
7025	10982
4087	8144
4315	13429
11718	11720
3095	14975
3613	14228
8827	14642
2637	11750
4813	11165
13204	13491
10488	11467
12419	13787
8012	11907
9759	10017
8966	14963
13071	13076
7130	9600
6778	7382
8397	11610
363	6211
10843	13459
11995	12051
5603	12692
4374	13124
13586	14589
6543	6749
1247	3096
6532	9110
3056	10549
6086	6715
14191	15086
7437	7456
4671	15073
6641	13487
9408	12278
4617	12175
11031	14300
2269	10409
5657	6086
11799	13058
8146	10938
11968	14828
5638	10708
6530	12567
4628	6665
215	2957
7758	13783
821	1656
720	15084
2903	13182
7128	8915
12067	12163
3205	13104
2557	13758
1457	8637
2743	13835
6330	7965
10835	10906
5807	8426
5101	5606
3379	10828
8493	13778
5133	6494
4957	7129
5850	5904
8457	9433
7230	7597
9071	13932
3814	10820
5082	5557
2950	8178
8197	13887
3676	14027
3299	8064
1439	12388
3542	11505
1994	7692
10815	14075
3970	9654
1834	11259
4129	12809
6712	7554
3039	6722
7633	13945
8614	14262
3301	8412
4203	9098
6982	11337
3091	8924
2883	6371
723	13735
7558	12287
2156	12389
4612	4909
5435	6096
6397	8598
4009	7582
5183	14711
9431	14531
4181	5259
5526	9803
10866	11304
12482	13794
13067	13848
1218	4475
638	9240
1877	10291
3961	5182
1420	7744
